# ---------------------------------------------------------------------------
# 
# This file contains the Human Interactome used in:
# 
# Uncovering Disease-Disease Relationships Through The Human Interactome
#
# by Joerg Menche, Amitabh Sharma, Maksim Kitsak, Susan Dina
#    Ghiassian, Marc Vidal, Joseph Loscalzo & Albert-Laszlo Barabasi
#
#
# FILE FORMAT: 3 tab-separated columns, 3rd column contains
# semicolon-separated sub-entries
#
# Each line in the table correponds to one interaction
# Columns 1 & 2 give the gene IDs of the two interacting proteins. 
# Column 3 gives the type of the interation, compare with SOM Section 1.1.1:
# (i)   regulatory
# (ii)  binary
# (iii) literature
# (iv)  metabolic
# (v)   complexes
# (vi)  kinase
# (vii) signaling
#
# ---------------------------------------------------------------------------
# gene_ID_1	 gene_ID_2	data_source(s)
25885	6135	literature
10521	51755	complexes
10482	8021	binary;literature;signaling
324	8997	literature
1789	7341	binary;literature;signaling
3191	328	literature;signaling
55636	6597	literature
10211	2534	literature;signaling;kinase
53938	57461	complexes
1026	151230	signaling
10814	2054	literature
113026	8526	metabolic
6714	6776	literature;signaling;kinase
5499	7153	complexes
1956	4690	binary;literature;signaling
2720	2990	metabolic
129531	51510	binary
10992	6629	complexes;literature
55660	9295	complexes
5295	80306	binary;literature
339390	8021	binary;literature
8379	9025	binary
10963	387082	literature;signaling
3192	81027	complexes
4625	6670	regulatory
2	3565	literature
8664	920	literature
3190	3190	binary;literature
29105	9410	complexes
5962	9351	literature
6339	6340	literature
3570	9223	literature;signaling
1432	6280	kinase
3312	79948	complexes
26135	732272	binary
6147	6207	complexes;literature
51021	6201	literature
5424	6119	complexes
283385	55536	binary
55930	65125	literature
23426	8202	literature
4692	64219	literature;signaling
124930	6176	binary;literature
26	8659	metabolic
324	3851	literature
3035	6323	literature
6427	8487	literature;signaling
1501	2534	literature;signaling
10163	29993	literature;signaling
10283	25949	complexes
6169	6202	complexes
6154	6231	complexes
317	54205	complexes;literature;signaling
1917	8450	literature
10985	9040	literature
10645	23192	literature
4297	5928	complexes
2197	6206	complexes
56159	63904	binary
10985	22828	complexes
5928	9612	literature
24148	6595	literature
1019	1031	binary;literature;signaling
2648	5469	complexes
3615	9641	literature
6867	8089	binary;literature;signaling
6165	8452	literature
1027	6667	regulatory
29979	5664	binary;literature;signaling
56159	9724	binary
6118	7088	binary;literature;signaling
10640	11336	literature
55352	8363	literature
1439	6714	kinase
386675	6386	binary
4691	7419	literature
5111	7155	complexes
10813	7013	binary;literature;signaling
55728	8085	complexes
337960	388677	binary
11222	7818	complexes
5127	5566	literature;signaling;kinase
10451	2963	literature
117178	79843	binary
139728	8536	kinase
150094	200186	binary;literature
57680	6612	literature
246329	79169	binary
3178	51645	complexes
5292	6774	regulatory;literature
10188	4690	literature;signaling
11156	23195	literature
26986	27043	literature
10992	57187	complexes
3737	5903	signaling
3757	5568	kinase
6880	8464	literature
1021	672	kinase
1654	6128	literature
509	6147	literature
2956	5981	complexes;literature
10951	4654	literature
2100	7533	literature;signaling
23168	54623	literature
222537	9955	metabolic
54778	7251	binary;literature
10236	2534	binary;literature
4670	51645	complexes
3939	5603	literature
1762	84464	literature
4698	7381	metabolic
219	284273	metabolic
10289	5687	literature
4646	7311	literature
3781	805	literature
2571	4690	binary;literature
8567	8567	literature
10131	6633	complexes;literature
5292	7852	kinase
10569	4116	complexes
404663	7157	literature
140691	1855	binary
6156	6227	complexes
57862	8548	binary;literature
375056	9632	binary
55968	8125	binary;literature;signaling
3337	5664	literature
65265	7846	signaling
200845	54819	binary
55037	6143	literature
84231	84231	literature
26505	4188	binary;literature;signaling
51763	5837	literature
3192	6635	complexes
7294	7294	literature;kinase
23092	29941	binary;literature
11059	7311	literature
5829	9564	literature;signaling
5914	7337	binary;literature;signaling
10128	23612	literature
4860	7189	literature
10574	5524	literature
114327	777	literature
6426	9984	complexes
51253	64963	complexes
23473	4194	binary
7329	90933	binary;literature
3122	3732	literature;signaling
119	2534	literature;signaling;kinase
2885	3700	binary;literature
5771	8976	binary;literature
55216	57693	binary
1459	5601	kinase
10969	55131	complexes
2624	3567	regulatory
3265	9770	literature
1432	4509	literature
10025	6837	complexes;literature
5576	7917	signaling
1937	23276	binary
1778	988	complexes;literature
4088	57154	binary;literature;signaling
7052	9491	binary
498	522	complexes
867	8874	literature
4209	7392	literature
26121	6628	complexes
51186	5304	literature
26292	55161	literature
6929	9242	literature;signaling
4856	6275	literature;signaling
6160	81027	complexes
10391	7414	literature;signaling
4628	7532	literature
2661	9210	literature
23636	90410	binary
150864	9817	binary
53938	58517	complexes
1159	7416	literature
10514	22907	literature
2101	84148	literature
4985	9737	literature
2801	388695	binary
8322	9368	literature
114	5145	metabolic
5829	7283	literature;signaling
23028	6598	complexes
6154	6201	complexes;literature
2906	5518	literature;signaling
1877	5591	literature
10250	11338	complexes
8370	9759	literature
10492	23107	literature
4215	9125	literature
6271	6286	binary;literature
54919	9391	literature
5580	624	literature;signaling;kinase
3500	9646	literature
51619	64777	literature
1457	5303	literature;signaling;kinase
10013	79738	signaling
7334	7844	literature
10155	373	literature
6192	6202	complexes
10971	27185	binary;literature
1981	3312	literature
3881	9618	binary
5604	7409	literature
4702	4723	complexes
2671	2873	literature
6627	6635	complexes;literature
201266	219738	literature
55095	7532	literature;signaling
6418	9641	literature
2549	5782	binary;literature
1994	2332	literature
58	91624	literature
6159	6189	complexes;literature
7064	805	literature
147872	6449	binary
14	55216	binary
23350	9410	complexes
5564	6741	literature
253430	5335	metabolic
5092	64895	literature
4343	8563	complexes
25970	4914	literature;signaling
64927	6871	binary
2888	5159	literature;signaling
10062	54556	signaling
11156	440026	literature
8330	9252	kinase
11164	5373	metabolic
6629	6637	complexes;literature
1278	3690	literature;signaling
409	6135	literature
27316	8175	complexes;literature
11156	50628	literature
57045	652	complexes;literature
6129	6207	complexes;literature
10856	3106	literature
6132	6222	complexes;literature
1956	476	literature;signaling
196	3320	literature;signaling
230	5214	metabolic
6015	7323	binary;literature
287015	55536	binary
5831	65263	metabolic
6389	6391	literature
2274	7551	binary;literature
6139	6193	literature
19	51735	literature;signaling
6176	9045	complexes
5525	7439	literature
23186	9839	complexes
22827	9984	complexes
10971	2811	literature
2801	9690	binary
23621	6252	literature
1130	116840	literature;signaling
3209	4086	literature;signaling
6173	7307	complexes
10992	1314	literature
10253	10781	signaling
8317	983	kinase
10713	55696	complexes
10128	6207	literature
4683	641	complexes;literature
27336	51340	complexes
130540	80258	binary
23061	83746	binary
57639	8687	binary
23396	5595	kinase
6634	79084	literature;signaling
219771	23067	complexes
56949	9775	complexes
4048	79016	literature
11167	652	literature
3837	8663	literature
170506	1717	literature
6612	8450	literature
3184	92483	literature
23649	57062	binary;literature;signaling
126328	2110	metabolic
10969	6143	complexes;literature
224	84264	metabolic
29893	6256	literature;signaling
10235	5906	literature;signaling
8837	9958	literature
148281	22954	binary
23350	23451	complexes
1457	57088	literature
11338	6732	complexes;literature;signaling
7124	7334	literature
4215	808	literature
5156	5781	complexes;literature;signaling;kinase
51264	54534	complexes
5901	7846	literature
29925	81567	binary
1644	6799	metabolic
7046	91	literature
1659	27258	complexes
219	3029	metabolic
2804	4323	literature
151254	64170	binary
125115	23500	binary
4602	7329	literature;signaling
2534	27120	binary;literature
203068	4214	literature
1385	5928	literature
8451	8848	literature
10213	23198	literature
254359	6925	binary
5705	81027	literature
11315	132660	literature
5563	83878	binary
2072	6160	literature
4188	55367	binary;literature;signaling
220988	57703	complexes
2770	6001	literature;signaling
6945	6945	literature
100124696	2768	literature
1642	6210	literature
6625	9416	complexes
4215	7846	literature
54585	54585	binary
2023	23287	binary;literature;signaling
4689	5879	literature
10403	5336	signaling
51514	8450	literature
79172	9589	complexes
2673	5582	kinase
6122	6144	complexes;literature
4509	521	complexes
10657	3702	literature;signaling
6202	8349	literature
1650	26523	literature
409	6885	literature
10524	4729	binary;literature;signaling
55093	57727	binary
51251	7084	metabolic
238	5764	literature;signaling
4089	4303	complexes;literature;signaling
6594	9031	literature;signaling
23641	79797	binary;literature;signaling
2199	7132	signaling
7846	84669	literature
192670	6222	literature
11331	64210	literature
54472	55728	literature
1613	7323	literature
7155	916	literature;signaling
158405	84984	binary
4302	56893	binary;literature;signaling
3106	8724	literature
3092	9802	binary
10474	83440	binary;literature;signaling
10228	8674	complexes;literature
6297	83637	binary;literature;signaling
23201	78990	binary
4149	6767	literature
79801	8451	complexes
6134	7284	complexes
10921	51429	literature
10450	22985	complexes
4924	5743	literature;signaling
1387	6195	literature;signaling
26088	26994	binary;literature;signaling
6176	6203	complexes;literature
4486	8692	literature
1462	3688	literature;signaling
3930	7532	literature;signaling
2104	4223	binary
1282	4811	literature;signaling
5257	816	binary
29796	374291	metabolic
6897	9063	literature
23002	54874	literature
1387	51592	complexes
116442	80230	binary
112476	6616	binary;literature
5594	5778	literature;signaling;kinase
117178	9753	binary
11224	6130	complexes;literature
10362	23350	complexes
83939	8450	literature
51256	51361	binary
6136	6143	complexes;literature
1956	488	literature
122183	84970	binary
2114	2353	complexes;literature
6175	6224	complexes;literature
6709	6853	literature;signaling
23650	8312	literature
2011	2011	literature;kinase
10236	10569	complexes
4836	51475	literature;signaling
6736	916	regulatory
10565	5573	literature
64714	6714	binary;literature
213	51720	literature
100505385	5710	literature
25873	6191	complexes
8065	9616	binary;literature;complexes
6662	7186	literature;signaling
10189	10482	literature
6173	6232	complexes
329	7316	literature
3921	6187	complexes
23130	8243	literature
1027	4067	binary;literature;signaling;kinase
5689	5711	complexes
6188	8886	literature
29959	55183	binary;literature
3728	6714	literature;signaling;kinase
1642	29127	complexes
2188	378708	literature
6175	920	literature
5430	8533	complexes
2022	93	literature
5682	8379	binary
728937	9533	literature
4653	59	literature;signaling
8526	89869	metabolic
4298	86	complexes;literature
871	8848	literature
374291	4709	complexes
23405	291	literature
10236	27258	complexes
23543	816	binary
4343	84811	complexes
1027	7532	literature;signaling
10236	3309	complexes
9111	9587	binary
2962	55729	literature;signaling
223	4129	metabolic
22916	57187	complexes
114800	5201	signaling
9826	998	literature
10594	6635	complexes
57472	9337	literature;signaling
1479	9641	literature
3172	7025	literature;signaling
10193	9455	binary
10781	11140	signaling
79228	9129	complexes
1823	60673	literature
3836	8543	binary;literature;signaling
2213	3635	literature
708	712	literature;signaling
23594	4173	binary;literature
5566	7430	kinase
5950	821	literature
6549	6549	literature
4129	6799	metabolic
5603	57805	literature
10971	5894	literature
1235	6364	literature;signaling
5936	6732	kinase
9641	9641	literature;kinase
11180	7531	literature
5894	6237	literature
27339	84292	complexes
229	55212	binary;literature
580	983	signaling;kinase
26150	84705	binary;literature;signaling
7284	8342	complexes
7316	8853	literature
84552	84612	literature
6344	801	literature;signaling
57559	7334	literature
222546	6631	binary
6141	6155	complexes;literature
3795	9191	literature
208	5208	kinase
8668	9960	literature
4215	8360	literature
56893	6782	binary;literature
1854	79873	binary;literature;signaling
22907	26354	literature
4087	4093	binary;literature;signaling
4299	904	literature
54925	55888	binary;literature;signaling
4543	4544	literature;signaling
1400	7431	binary;literature;signaling
11335	64946	complexes
2054	6616	literature
79095	90423	binary
1457	6925	kinase
3065	51341	literature
10884	64960	complexes
3105	6957	literature
28998	64976	complexes
51171	6619	binary
7133	9349	literature
6597	6794	literature;signaling
7403	9070	complexes
5936	6141	literature
23678	5163	binary;literature
5202	9641	literature
6158	9782	literature
55805	576	literature;signaling
7132	84617	literature
10197	8314	literature
3921	6128	complexes
55379	6159	literature
1191	2923	literature
8826	9255	literature;signaling
7157	9540	binary
23176	4735	complexes;literature
3158	64064	metabolic
5906	83593	binary;literature
1400	26151	binary;literature;signaling
8189	9343	complexes
10513	7454	binary
2534	4053	binary;literature
10239	2647	complexes
284338	3881	binary
1822	1953	binary;literature;signaling
6839	8356	literature
10291	84844	complexes;literature
8476	8476	binary;literature;kinase
1642	728937	literature
1748	55003	literature
116540	79590	complexes
84078	9631	literature
1601	983	literature;signaling
2932	9338	kinase
5566	6616	literature;signaling
4176	5000	binary;literature;signaling
126	6256	regulatory
51081	6182	complexes
10293	65264	binary;literature
5092	79813	literature
6829	7936	literature
4223	6919	binary
378708	55839	complexes
4628	8767	literature
10514	6191	literature
57154	85415	literature;signaling
7015	7534	literature
3675	928	literature;signaling
55791	57562	binary;literature;signaling
5600	8355	kinase
7025	8648	literature;signaling
2934	6714	literature;kinase
11051	51692	complexes
10189	9416	complexes
51082	8454	literature
4670	6208	complexes
8607	9585	literature
1030	80125	binary
3837	4800	literature;signaling
51593	79228	complexes
10036	121504	complexes
10189	11338	complexes
54536	55763	complexes;literature
4292	8073	literature
6159	6949	complexes
54984	63931	literature
6396	81929	complexes
2962	6872	literature;signaling
2903	816	literature;signaling
10081	55599	complexes
10120	1639	literature;signaling
92906	92906	binary;literature
2961	5439	complexes
407	6714	literature;signaling
10989	6128	literature
51421	51421	binary;literature
6603	86	complexes;literature
2885	9093	binary;literature
84991	9295	complexes
386680	84080	binary
4690	65125	literature
5573	8852	literature
3164	7408	literature
430	5929	literature
4536	7388	metabolic
4513	7388	metabolic
4163	7019	literature
2775	643	literature
3320	4794	literature
219541	64682	literature
51340	51747	complexes
1390	5578	literature;signaling
51143	5867	literature
1024	112950	complexes;literature;signaling
10291	57154	literature;signaling
23020	6635	complexes
3990	5407	metabolic
4089	5989	binary;literature;signaling
51069	54460	complexes
23204	56616	binary
10474	6314	complexes
10127	51324	binary;literature;signaling
128308	65003	complexes
29922	8061	binary
5563	5563	kinase
92483	9380	metabolic
3925	7224	literature
5516	6950	literature
10025	81857	complexes
162	84502	complexes
3190	6635	complexes
140032	23521	complexes
3815	5579	signaling
5468	6258	literature;signaling
10399	2057	literature;signaling
124995	64963	complexes
10524	1942	binary;literature;signaling
4036	4192	literature;signaling
10474	7553	binary;literature;signaling
51690	9584	complexes
51639	6627	complexes;literature
1676	836	literature;signaling
4087	57492	complexes
2963	8697	literature
6804	776	literature;signaling
1460	8615	literature;signaling
23469	65125	literature
6125	8883	literature
4869	9641	literature
23350	57187	complexes
5564	56647	literature
113026	3613	metabolic
4790	6202	literature
4677	5829	signaling
6201	7321	binary;literature
2475	2475	binary;literature;kinase
4905	63908	literature
4176	51497	literature
3084	6629	literature
63931	64968	complexes
2806	5053	metabolic
2906	5581	literature;signaling
5602	5605	kinase
3840	4790	literature
22934	84708	binary;literature
6176	7307	complexes
64100	6886	literature;signaling
1051	6778	literature;signaling
6198	84687	literature;signaling
147744	85294	binary
5295	9306	literature;signaling
2932	5568	kinase
5718	654364	literature
11051	4236	complexes
6622	7529	literature;signaling
1459	3958	literature;signaling
10772	6137	literature
5594	8870	binary;literature;signaling;kinase
10301	7157	binary;literature;signaling
8569	8777	literature
5685	79008	literature
5073	5976	complexes;literature
2483	57461	complexes
23178	5689	literature
2810	56907	literature
57111	57111	literature
4513	51103	complexes
3551	5590	literature;signaling;kinase
7919	84991	complexes
100132979	4223	binary
51693	8548	binary
3396	84464	literature
4294	6416	literature;signaling
10915	23350	complexes
6175	7150	complexes
1742	2535	literature;signaling
51545	5987	binary
7220	7220	literature
5879	9584	signaling
51808	6195	signaling
4222	8498	binary
3184	5567	kinase
388697	6203	literature
5092	55320	literature
154	9737	literature;signaling
4209	4538	literature
10488	58487	binary;literature
1487	1487	binary;literature
10573	10758	binary
128	219	metabolic
6423	7471	literature;signaling
5813	904	literature;signaling
23072	6647	literature
57154	7266	literature;signaling
23049	2935	complexes
10664	4869	literature
5686	79008	literature
25978	7428	literature
2033	4435	literature;signaling
10291	27339	complexes
3659	8519	regulatory
54793	54793	binary
1022	6714	kinase
7533	7538	literature;signaling
328	6774	complexes
23291	4898	literature
51639	9785	complexes
166793	57120	binary
22853	5504	binary;literature
920	921	literature;signaling
6228	6732	complexes
1649	6189	literature;signaling
2960	2965	complexes;literature;signaling;binary
2110	4697	metabolic
1523	8850	literature;signaling
5588	572	kinase
4331	5460	literature;signaling
124995	55168	complexes
1975	1977	literature;signaling
23450	51649	literature
54860	60343	binary
10285	83443	complexes;literature
123722	84707	binary
6612	7159	literature;signaling
10240	6183	complexes
4311	92140	literature
10970	1956	literature
27132	54532	literature
163732	7022	literature;signaling
11075	5595	literature;signaling;kinase
51645	55696	complexes
7323	7428	literature
5500	55161	literature
4141	51520	complexes
4772	50943	literature
2650	5579	literature
10284	8189	complexes
203068	408	literature
5356	9775	complexes
51207	57154	literature;signaling
310	6117	signaling
386675	58191	binary
51720	83444	binary;literature;signaling
4343	6129	literature
8356	8364	literature
10393	7804	literature
6256	7421	literature;signaling
10075	5573	literature
54606	65993	literature
2965	6908	complexes
7681	83541	binary
10313	10423	binary
10615	80125	binary
22827	80726	binary
10036	8352	complexes;literature
2688	9520	literature
3611	6464	signaling
10212	84464	literature
2017	84464	literature
7536	7919	complexes
3312	7277	literature
11224	865	literature
4212	4212	binary
7572	7745	literature
124995	51081	complexes
4536	4708	complexes
56945	6154	literature
60598	7531	literature;signaling
2353	56254	literature
2034	585	binary;literature
51639	8175	complexes;literature
57787	998	literature;signaling
23345	26608	literature
23786	403313	binary
51720	9318	literature
23451	4116	complexes
11176	84148	literature
2550	9568	literature;signaling
10016	311	binary;literature
23197	3959	literature
375307	65980	binary
23385	25	literature;signaling
2623	7314	literature
5789	5789	literature
1017	6829	kinase
51643	54065	literature
4792	51065	literature
5901	9972	literature;signaling
6143	6168	complexes;literature
5092	9330	literature
1756	8525	literature;signaling
55929	8607	complexes;literature
10847	10856	complexes;literature
5293	7534	signaling
23405	6124	literature
57805	63925	literature
6850	973	literature;signaling
7408	8439	literature
1017	8626	kinase
6625	84321	complexes
124540	4223	binary
6714	998	kinase
386680	90874	binary
5705	80227	binary;literature
5832	84264	metabolic
10419	3185	literature
11331	6194	literature
1956	834	literature;signaling
10163	998	literature;signaling
374291	4539	complexes
7272	8881	literature
23492	648	literature
4193	55967	literature
3476	5516	binary;literature
11252	4223	binary
79444	840	literature;signaling
5645	6590	literature
5427	6913	binary
54821	8543	binary
29997	695	signaling
3881	7707	binary
2268	8517	literature
55576	8554	literature
64769	9513	binary;literature;signaling
4115	9146	binary
23270	23582	binary
5296	940	literature;signaling
5691	5698	literature
5496	6434	complexes
4172	55388	binary;literature;signaling
5294	85015	literature
27258	6635	complexes;literature;signaling;binary
387032	7572	binary
84080	91544	binary
3320	6714	literature;signaling
4343	7756	complexes
10392	3659	regulatory
23582	58524	binary
127557	79797	signaling
6141	6323	literature
4836	4846	literature;signaling
3791	6772	literature;signaling
25898	55679	binary
2886	6464	literature;signaling
2099	9641	kinase
1654	2023	literature
150	5582	kinase
5579	7137	kinase
6142	72	complexes
10519	3673	literature
51018	9099	literature
51649	64949	complexes
51341	9612	literature
5783	59338	literature;signaling
10111	2648	literature
386682	9586	binary
2885	5335	complexes;literature;signaling
84321	9785	complexes
5243	5566	kinase
6193	6217	complexes
55168	65003	complexes
10454	55705	literature
3837	64332	signaling
386675	401508	binary
2534	6774	kinase
1493	4067	literature;signaling
2992	5563	literature
10262	4904	complexes
286480	55905	literature
10001	112950	complexes;literature;signaling
23521	6232	complexes
51631	6209	complexes
79813	8350	literature
5292	54971	binary
23385	5663	complexes;literature;signaling
2885	7539	literature
310	60492	signaling
57466	8626	literature
10569	51593	complexes
8451	9493	complexes
5781	8471	literature;signaling
4110	4846	binary
10048	10921	literature
3572	3589	literature
64769	83746	binary;literature
11337	9776	literature
2534	83737	kinase
6634	8487	complexes;literature;signaling
355	4233	literature;signaling
4712	4720	complexes
5478	5478	literature
10713	51747	complexes
1488	57616	binary
22916	23350	complexes
26277	4361	complexes
84656	892	binary
1470	54507	binary
2908	29893	literature;signaling
1742	2906	binary;literature;signaling
1748	26354	literature
5265	56547	literature
286480	51191	literature
5318	7533	literature
5315	6462	literature;signaling
1759	6453	binary;literature;signaling
1762	4720	literature
390535	4223	binary
1956	3190	literature
10856	9759	literature;signaling
6252	84067	binary;literature
6135	6175	complexes;literature
6189	8517	literature
5603	908	literature
1994	6130	literature
219541	25979	binary;literature
10202	6130	literature
3308	5071	literature
5597	8417	signaling
170825	25	binary;literature
653361	9618	literature
10514	1660	complexes;literature
25871	9733	literature
5607	572	literature;signaling
23524	3178	complexes
224	4294	literature
51522	997	binary;literature
4194	7531	literature;signaling
3846	4223	binary
23201	7536	binary
6122	6169	complexes
1478	1937	binary;literature;signaling
53615	57333	binary
22826	24148	complexes
27185	7511	binary;literature
5595	7054	literature;signaling;kinase
26986	51065	literature
50628	6629	complexes
6595	6605	complexes;literature
29927	4609	literature
10815	6257	literature
3839	9188	binary
1915	3735	literature
51503	9589	complexes
388818	5013	binary
51592	51592	literature
5000	6925	binary
4343	9782	literature
2353	9372	literature
7453	7453	literature
8896	9785	complexes
23429	843	literature;signaling
386682	55739	binary
6235	9140	literature
4739	5782	literature;signaling
55803	8517	literature
153527	158067	binary
10381	9741	binary;literature
4311	6129	literature
10418	334	literature
6194	6234	complexes
64976	7818	complexes
57524	8573	literature
11047	9184	literature
10985	8883	literature
3927	5592	literature;signaling;kinase
10591	10591	binary;literature
6753	8777	binary;literature
389874	6477	binary
4215	908	literature
3054	63925	literature
79228	9128	complexes
5801	5801	literature
11224	6176	complexes;literature
8896	9416	complexes
1080	5174	literature;signaling
10213	5564	literature
2885	55210	literature
1050	7391	regulatory
2035	6711	literature;signaling
2986	5150	metabolic
1499	57680	literature;signaling
3866	6605	binary
5276	7917	binary
2885	6165	literature
3190	7307	binary;complexes
3735	9040	literature
3192	6155	complexes;literature
4736	4869	complexes;literature
100288797	11016	binary
6431	9785	complexes
5436	672	complexes;literature
51187	55646	literature
56893	6692	binary;literature;signaling
3083	3818	literature
3693	386676	binary
1459	6688	kinase
57510	7133	literature
7157	8553	literature
1815	3760	literature
6228	6229	complexes
51042	84708	binary
4092	4092	literature
2332	6168	literature
10465	51639	complexes
5663	837	literature;signaling
11218	27161	literature;signaling
5430	983	kinase
5692	5716	complexes
5747	8554	literature;signaling
116540	65993	complexes
10285	4343	complexes
6155	6170	complexes
6188	8241	literature
11276	23062	binary;literature;signaling
10458	7533	literature
159	9641	literature
367	9063	literature;signaling
1281	4921	literature;signaling
151254	23281	binary
3689	8533	binary;literature;signaling
1459	3897	kinase
2626	5566	kinase
6627	8493	complexes
23779	663	literature;signaling
3106	3106	literature
375	4194	literature;signaling
2194	408	literature
7532	8729	literature;signaling
3293	54575	metabolic
10201	1633	metabolic
246100	9947	binary;literature
400569	9443	complexes;literature
1266	2534	literature
10101	23612	literature
2932	5578	literature;kinase
6122	6141	complexes;literature
10521	10915	complexes
8574	8574	binary
23450	51593	complexes
3625	92	literature;signaling
7529	8496	literature
6164	9045	complexes
3007	6176	complexes
10921	8175	complexes;literature
29920	8659	metabolic
64689	91694	binary
5287	5295	binary;literature
6252	6683	literature
51263	65005	complexes
6850	9846	literature;signaling
5552	56893	binary;literature;signaling
10521	6429	complexes
3710	57113	literature
114932	84708	binary
1915	388697	literature
6202	8971	complexes
54971	84271	binary
29946	6118	literature
23309	4601	literature;signaling
10219	163183	binary
10102	4163	literature
202559	64859	binary
51773	80829	complexes
7316	9641	literature
6138	6147	complexes;literature
10643	9410	complexes
2022	7046	literature;signaling;kinase
3875	7531	literature;signaling
339834	8655	binary
10421	6628	binary;literature;complexes
6188	6234	complexes
23524	84321	complexes
6202	8886	literature
10992	23350	complexes
5600	8350	kinase
23567	3843	literature
23263	6144	literature
1874	4692	literature;signaling
6464	867	complexes;literature;signaling
5689	9861	complexes;literature
2671	79666	binary
6191	6210	complexes;literature
7534	993	binary;literature;signaling
11340	91522	binary
2934	409	literature
159195	51510	binary;literature
55696	7756	complexes
2569	5594	literature;signaling
6629	9984	complexes
54764	5519	literature
23451	3326	literature
64432	64981	complexes
29894	29894	literature
5604	7444	literature
3838	51176	literature;signaling
10454	1975	literature
22871	9378	literature;signaling
11345	5034	literature
6154	6161	complexes
51593	79002	complexes
10498	3190	literature
1050	5925	literature;signaling
6130	6176	complexes;literature
10342	4215	literature
5347	7917	signaling
6632	7307	complexes
10200	7064	binary;literature;signaling
4536	4714	complexes
115106	23636	binary
34	594	metabolic
3021	5599	kinase
6634	9689	complexes
5869	8411	binary;literature;signaling
1195	25	kinase
3752	3752	literature
5874	94121	literature
1994	51247	literature
29110	801	literature
23097	9439	complexes;literature
4654	7291	literature;signaling
708	7132	literature
23326	9101	literature
3991	6770	literature
4005	5932	literature;signaling
6194	7846	complexes
6189	6218	complexes
10197	126282	binary
79682	79801	complexes
3187	51362	complexes
124995	740	complexes
1610	26	literature
1457	8473	literature;signaling
6277	6282	literature
6228	9775	literature
22142	88	signaling
29997	84464	literature
580	7322	literature
6627	9939	complexes
10189	1665	complexes
4605	55957	literature
3035	6201	literature
27258	8899	complexes
5295	9749	binary;literature
310	523	signaling
4173	4998	literature
57492	60	complexes
10987	2150	literature;signaling
4173	6897	literature
6432	9879	complexes
4809	6160	complexes
60485	83593	literature
4715	7385	metabolic
4905	9342	literature
5824	6569	literature;signaling
81876	9853	binary;literature
2099	8926	literature
983	994	literature;signaling;kinase
51362	58509	complexes
3579	6767	literature;signaling
1956	867	complexes;literature;kinase;signaling;binary
2885	29102	binary;literature
6426	84292	complexes
6434	9785	complexes
1739	22839	literature;signaling
1748	4343	literature
10397	4691	literature
11198	5469	complexes
10745	3219	literature
1432	3913	literature
836	984	literature;signaling
163183	64184	binary
2571	2572	literature;signaling
203068	2683	literature
22976	26471	signaling
56302	6281	literature
2060	29979	literature
23517	988	complexes
9217	9217	literature
2203	9513	binary;literature
5683	79008	literature
2847	2847	literature
23521	51191	literature
257068	3632	metabolic
23327	6338	literature
10915	7171	literature;signaling
5111	5478	literature
276	4589	literature;signaling
220	8639	metabolic
7122	7122	literature
353323	388387	binary
5394	55572	binary;literature
285613	768211	literature
81628	8812	binary;literature;signaling
23019	57472	literature
2099	7709	literature;signaling
5594	5801	literature;signaling
6790	8353	kinase
1748	6141	literature
1912	80012	complexes
3842	727851	literature
23521	6144	complexes;literature
7384	9167	metabolic
3837	7534	literature
1432	1965	kinase
23637	3690	binary;literature
1915	6362	binary;literature;signaling
10285	6426	complexes
3188	6194	literature
4184	83899	binary
1639	4751	signaling
115207	4163	literature
1406	6314	literature;signaling
1736	57599	literature
55723	718	literature
55968	983	literature;signaling;kinase
1787	9869	binary;literature;signaling;metabolic
1314	5250	literature
6157	6949	complexes
29079	9282	complexes;literature
388677	6386	binary
3093	4831	literature
3326	4356	complexes
23405	4343	literature
54935	6609	signaling
11200	5925	binary;literature;kinase
2324	3791	literature;signaling;kinase
4056	4257	literature
51593	8449	complexes
126328	4707	complexes
11047	5714	literature
1655	23398	complexes
10188	415	binary;literature;signaling
29922	55722	binary
3065	3090	literature;signaling
5600	7157	binary;literature;kinase
10813	1787	binary;literature;signaling
291	6895	literature
23326	23411	literature
6809	8773	literature
208	4193	kinase
51233	55337	binary
4294	5879	literature
10286	6426	complexes
2965	63971	literature;signaling
57146	80222	binary
8200	90	literature;signaling
10992	284996	literature
51693	85021	binary
28973	92259	complexes
55161	79711	literature
1191	3953	literature;signaling
6136	6223	complexes
192111	9869	binary;literature;signaling
4236	6432	complexes
4000	79443	literature
170506	6950	literature
5707	7534	literature
3178	5568	kinase
10013	2033	literature;signaling
5170	6305	signaling
326	6714	binary;literature
6195	79145	binary
10946	9128	complexes
142689	8065	complexes;literature
116285	34	metabolic
1029	1029	literature
57562	63920	signaling
51116	6135	literature
3761	55327	literature
4188	5709	binary
5764	84141	binary;literature;signaling
2697	27352	literature
7157	9808	binary;literature;signaling
51631	7284	complexes
3921	6222	complexes;literature
5217	60	complexes;literature;signaling
3150	5590	kinase
3170	8648	literature;signaling
6100	7307	literature
8563	9589	complexes
1781	83658	binary
257000	5684	binary
6124	7284	complexes
6810	8675	binary
130	224	metabolic
158078	7050	binary
10615	390535	binary
57459	7185	binary
5601	598	kinase
11017	84991	complexes
51116	79084	literature
